Part No,Description,UPC,ARQOOB SOH,HMV_SOH,VMS-U_SOH,VMS-Q_SOH,Vir_SOH,Retailer SOH,HMV_Cost,VMS-U_Cost,VMS-Q_Cost,Vir (QAR)_Cost,Final_Cost,HMV_Price,VMS-U_Price,VMS-Q_Price,Vir (QAR)_Price,HMV_RRP,VMS-U_RRP,VMS-Q_RRP,Vir (QAR)_RRP,Jan_HMV,Jan_VMS-U,Jan_VMS-Q,Jan_Vir,Jan_Total,Feb_HMV,Feb_VMS-U,Feb_VMS-Q,Feb_Vir,Feb_Total,Mar_HMV,Mar_VMS-U,Mar_VMS-Q,Mar_Vir,Mar_Total,Apr_HMV,Apr_VMS-U,Apr_VMS-Q,Apr_Vir,Apr_Total,May_HMV,May_VMS-U,May_VMS-Q,May_Vir,May_Total,Jun_HMV,Jun_VMS-U,Jun_VMS-Q,Jun_Vir,Jun_Total,Jul_HMV,Jul_VMS-U,Jul_VMS-Q,Jul_Vir,Jul_Total,Month,Weeks
CATYW-B03      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLUE                                                               ,6.95316E+12,59,,7,21,,28,,14.4,14.4,,14.4,,40,45,,,79,89,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,3,3,,6,,1,2,,3,2,5
CATYW-B09      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M RED                                                                ,6.95316E+12,39,,5,24,,29,,14.39,14.39,,14.39,,40,45,,,79,89,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,4,1,,5,,3,1,,4,2,5
ACNXB-02       ,BASEUS WARM LITTLE WHITE FAN HEATER                                                                           ,6.95316E+12,,,0,,,0,,0,,,0,,79.5,,,,169,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SGAPWA4-A01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 40MM                             ,6.95316E+12,28,,16,,,16,,13.19,,,13.19,,29.5,,,,59,,,,,,,0,,21,,,21,,40,,,40,,30,,,30,,16,,,16,,6,,,6,,2,,,2,6,5
SGAPWA4-B01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 44MM                             ,6.95316E+12,20,,6,,,6,,13.95,,,13.95,,29.5,,,,59,,,,,,,0,,37,,,37,,52,,,52,,11,,,11,,6,,,6,,0,,,0,,0,,,0,4,5
SUWNT-01       ,BASEUS FOLDING UNIVERSAL STICKER BLACK                                                                        ,6.95316E+12,21,,9,17,,26,,7.61,7.61,,7.61,,29.5,34.5,,,62,69,,,,,,0,,,,,0,,,,,0,,0,0,,0,,2,0,,2,,1,0,,1,,1,3,,4,3,5
SUWNT-02       ,BASEUS FOLDING UNIVERSAL STICKER TRANSPARENT                                                                  ,6.95316E+12,4,,9,26,,35,,7.61,7.61,,7.61,,29.5,34.5,,,62,69,,,,,,0,,,,,0,,,,,0,,1,0,,1,,12,0,,12,,14,0,,14,,6,3,,9,4,5
ACPBCJ-01      ,BASEUS SHOOTING GAME TOOL FOR PAD BLACK                                                                       ,6.95316E+12,8,,13,,,13,,9.51,,,9.51,,34.5,,,,69,,,,,,,0,,12,,,12,,24,,,24,,9,,,9,,20,,,20,,21,,,21,,6,,,6,6,5
ACPBCJ-02      ,BASEUS SHOOTING GAME TOOL FOR PAD TRANSPARENT                                                                 ,6.95316E+12,13,,18,,,18,,9.51,,,9.51,,34.5,,,,69,,,,,,,0,,10,,,10,,25,,,25,,22,,,22,,19,,,19,,13,,,13,,11,,,11,6,5
CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,6.95316E+12,1,,0,0,,0,,55.18,55.18,,55.18,,114.5,120,,,241,239,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,5
CAMLT-BYG1,Baseus Fabric 3-in-1 Flexible Cable USB For M+L+T 3.5A 1.2m Dark,6.95316E+12,,5,,,,5,,,,,0,43.45,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
SGAPIPH58-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                               ,6.95316E+12,8,,12,0,,12,,9.66,9.66,,9.66,,40,45,,,83,89,,,,,,0,,,,,0,,,,,0,,0,0,,0,,10,0,,10,,23,0,,23,,26,0,,26,3,5
SGAPIPH58-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                       ,6.95316E+12,181,,28,0,,28,,15.69,15.69,,15.69,,45,50,,,93,99,,,,,,0,,,,,0,,,,,0,,0,0,,0,,12,0,,12,,15,0,,15,,21,0,,21,3,5
SGAPIPH65-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                             ,6.95316E+12,32,,6,,,6,,10.26,,,10.26,,40,,,,83,,,,,,,0,,,,,0,,,,,0,,0,,,0,,2,,,2,,14,,,14,,7,,,7,3,5
SGAPIPH65-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                     ,6.95316E+12,167,,21,0,,21,,16,16,,16,,45,50,,,93,99,,,,,,0,,,,,0,,,,,0,,0,0,,0,,11,0,,11,,15,0,,15,,19,0,,19,3,5
CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,6.95316E+12,40,,0,0,,0,,18.32,18.32,,18.32,,44.5,50,,,94,99,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,5
CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,6.95316E+12,23,,0,0,,0,,18.32,18.32,,18.32,,44.5,50,,,94,99,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,5
CALMC-A03,Baseus Camouflage Mobile Game Cable USB For iP 2.4A 1m Blue,6.95316E+12,,4,,,,4,6.69,,,,6.69,26.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1,1,5
ACJHQ-01       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER DEEP SPACE BLACK                                                   ,6.95316E+12,6,,11,0,,11,,26,26,,26,,50,54.5,,,104,109,,,,,,0,,,,,0,,,,,0,,0,0,,0,,1,0,,1,,2,0,,2,,2,0,,2,3,5
ACJHQ-0S       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER SILVER                                                             ,6.95316E+12,3,,9,0,,9,,26,26,,26,,50,54.5,,,104,109,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,3,0,,3,,1,0,,1,2,5
CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,6.95316E+12,2,,0,0,,0,,107.84,107.84,,107.84,,125,135,,,259,269,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,5
SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,6.95316E+12,,,17,22,,39,,21.07,21.07,,21.07,,45,50,,,89,99,,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,9,4,,13,,19,11,,30,2,5
PPLG-01        ,Baseus Amblight Quick Charge power bank 33W 30000mAh Black,6.95316E+12,,5,0,0,,5,,88.91,88.91,,88.91,,144.5,149.5,,,299,299,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,0,0,0,,0,0,5
NGH15-01       ,BASEUS GAMO H15 BLACK 3.5MM WIRED IN-EAR EARPHONES                                                            ,6.95316E+12,,,52,23,,75,,18.13,18.13,,18.13,,49.5,54.5,,,109,109,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,1,,9,1,5
NGH15-91       ,BASEUS GAMO H15 RES/BLACK 3.5MM WIRED IN-EAR EARPHONES                                                        ,6.95316E+12,5,,54,34,,88,,18.13,18.13,,18.13,,49.5,54.5,,,109,109,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,0,,8,1,5
NGC15-01,Baseus GAMO Type-c Wired Earphone C15 Black,6.95316E+12,45,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
NGC15-91,Baseus GAMO Type-c Wired Earphone C15 Red-black,6.95316E+12,12,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CAHUB-AZ0G     ,BASEUS SUPERLATIVE MULTIFUNCTIONAL HUB DEEP GREY                                                              ,6.95316E+12,53,,50,25,,75,,102.13,102.13,,102.13,,150,155,,,309,309,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,3,0,,3,1,5
CAHUB-CZ0G,Baseus Multi-functional HUB (Type-C to 3xUSB3.0+HD4K+SD/TF+PD) Deep gray,6.95316E+12,12,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CAHUB-DZ0G,Baseus Multi-functional HUB (Type-C to 3xUSB3.0+HD4K+RJ45+PD) Deep gray,6.95316E+12,21,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CAHUB-EZ0G,Baseus Multi-functional HUB (Type-C to 4xUSB3.0+PD) Deep gray,6.95316E+12,3,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
NGA03-01       ,Baseus Encok Wireless Earphone A03 Black,6.95316E+12,1,2,39,0,,41,,30.82,30.82,,30.82,,69.5,74.5,,,149,149,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,2,12,0,,14,1,5
NGA03-02       ,Baseus Encok Wireless Earphone A03 White,6.95316E+12,21,11,53,25,,89,,27.19,27.19,,27.19,,69.5,74.5,,,149,149,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,1,10,1,,12,1,5
NGW01-01       ,BASEUS ENCOK W01 BLACK TRUE WIRELESS IN-EAR EARPHONES                                                         ,6.95316E+12,16,,58,34,,92,,66.22,66.22,,66.22,,114.5,119.5,,,239,239,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,5,0,,5,1,5
NGW01-02       ,BASEUS ENCOK W01 WHITE TRUE WIRELESS IN-EAR EARPHONES                                                         ,6.95316E+12,38,,53,34,,87,,66.22,66.22,,66.22,,114.5,119.5,,,239,239,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,4,0,,4,,4,0,,4,2,5
CATMBJ-BG1,Baseus Simple HW Quick Charge Charging Data Cable USB For Type-C 40W 23cm Gray black,6.95316E+12,7,10,,,,10,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CATMBJ-BV3,Baseus Simple HW Quick Charge Charging Data Cable USB For Type-C 40W 23cm gold blue,6.95316E+12,22,10,,,,10,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CA1T4-I0G      ,Baseus Star Ring Series Four-in-one Wireless Charging Cable USB For+M+L+T+iW 1.2m Deep gray,6.95316E+12,115,10,0,0,,10,,28.96,28.96,,28.96,,65,69.5,,,65,139,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,0,0,,0,0,5
WXYYQIW03-01,Baseus YOYO Wireless Charger for iWï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,6.95316E+12,41,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
WXYYQIW03-02,Baseus YOYO Wireless Charger for iWï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,6.95316E+12,6,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CAHUB-AH01,Baseus Converter (HD4K to VGA+Micro+DC3.5) Black,6.95316E+12,4,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
WXYDIW02-01    ,Baseus Dotter Wireless Charger for AP Watch Black,6.95316E+12,18,5,56,28,,89,,23.57,23.57,,23.57,,49.5,54.5,,,109,109,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,0,,1,0,9,5,,14,2,5
WXYDIW02-02    ,BASEUS DOTTER WHITE WIRELESS CHARGER FOR APPLE WATCH                                                          ,6.95316E+12,19,,56,22,,78,,23.57,23.57,,23.57,,49.5,54.5,,,109,109,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,8,2,,10,1,5
WIAPIPH58-QA01 ,Baseus Transparent Key Phone Case For IPX/XS 5.8inch Black,6.95316E+12,,5,46,24,,75,,6.6,6.6,,6.6,,30,34.5,,,30,69,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,8,0,,8,1,5
WIAPIPH58-QA02 ,Baseus Transparent Key Phone Case For IPX/XS 5.8inch Transparent,6.95316E+12,6,4,45,23,,72,,6.6,6.6,,6.6,,30,34.5,,,30,69,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,1,7,1,,9,1,5
WIAPPOD-BZ01,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Black,6.95316E+12,15,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,5,,,,5,1,5
WIAPPOD-BZ04,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Pink,6.95316E+12,40,0,,,,0,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,5,,,,5,1,5
WIAPPOD-BZ0Y,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Yellow,6.95316E+12,32,4,,,,4,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1,1,5
WIAPPOD-BZ0G,Baseus Ultrathin Series Silica Gel Protector for Airpods 1/2 Grey,6.95316E+12,15,5,,,,5,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
WX3IN1-01      ,Baseus Smart 3in1 Wireless Charger For Phone+Watch+Podsï¿½ï¿½ï¿½ï¿½ï¿,6.95316E+12,9,4,39,0,,43,,51.18,51.18,,51.18,,95,100,,,95,199,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,1,9,0,,10,1,5
WX3IN1-02      ,Baseus Smart 3in1 Wireless Charger For Phone+Watch+Podsï¿½ï¿½ï¿½ï¿½ï¿,6.95316E+12,4,5,20,0,,25,,55.17,55.17,,55.17,,95,100,,,95,199,,,,,,0,,,,,0,,,,,0,,,,,0,,,0,,0,,,0,,0,0,8,0,,8,1,5
4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,6.95844E+12,,,0,,,0,,45,,,45,,94.5,,,,199,,,,34,,,34,,9,,,9,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,2,5
RPH0890        ,ROCK SHOOTING GAME CONTROLLER WITH HANDLE BLACK                                                               ,6.97168E+12,,,0,0,,0,,18,18,,18,,35,39.5,,,73,79,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,0,5
BDC-480 SILVER ,Brave Lightning USB Fast Charger Data Cable 2.4A 1m (MFI Certified) - Silver,7.4479E+12,2680,8,52,28,,88,,15.43,15.43,,15.43,,29.5,34.5,,,59,69,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,2,33,6,,41,2,5
BBP-905        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Beige,7.4479E+12,87,5,0,,,5,197.68,197.68,,,197.68,324.35,487,,,,787,,,,0,,,0,,1,,,1,,0,,,0,,1,,,1,1,0,,,1,,0,,,0,0,0,,,0,3,5
BBP-904        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Dark Camouflage,7.4479E+12,28,3,0,,0,3,197.68,197.68,,,197.68,324.35,487,,513.81,,787,,799,,1,,,1,,2,,,2,,1,,0,1,,3,,0,3,,0,,0,0,4,0,,2,6,2,0,,0,2,6,5
BBP-903        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Army Grey,7.4479E+12,33,1,-1,,,0,197.68,197.68,,,197.68,324.35,487,,,,787,,,,0,,,0,,0,,,0,,1,,,1,,2,,,2,,0,,,0,,0,,,0,0,0,,,0,2,5
BBP-902        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Nylon Black Circuit Pattern,7.4479E+12,101,1,0,,0,1,197.68,197.68,,,197.68,324.35,487,,513.81,,787,,799,,1,,,1,,5,,,5,,0,,0,0,,2,,0,2,,0,,0,0,1,0,,2,3,1,0,,0,1,5,5
BBP-901        ,Brave Backapck with Bluetooth Speaker and Power Bank 5000mAh Leather Black PU,7.4479E+12,141,4,0,,0,4,197.68,197.68,,,197.68,324.35,487,,513.81,,787,,799,,1,,,1,,3,,,3,,0,,0,0,,2,,1,3,1,0,,0,1,2,0,,1,3,1,0,,0,1,6,5
BCC-36W        ,BRAVE 2-PORT TYPE-C & QUICK CHARGE CAR CHARGER                                                                ,7.4479E+12,1684,,32,25,,57,,13.44,13.44,,13.44,,45,50,,,89,99,,,,,,0,,,,,0,,,,,0,,,,,0,,11,0,,11,,17,0,,17,,20,1,,21,3,5
BAC-105        ,Brave Lightning to 3.5mm Audio Cable White,7.4479E+12,,2,42,18,,62,22.36,23,23,,23,54.45,44.5,49.5,,,93,99,,,,,,0,,,,,0,,,,,0,,2,0,,2,,14,0,,14,3,25,8,,36,0,15,14,,29,4,5
BHL-715        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,7.4479E+12,1645,,38,20,,58,,12,12,,12,,30,34.5,,,62,69,,,,,,0,,,,,0,,,,,0,,0,0,,0,,33,0,,33,,50,17,,67,,34,16,,50,3,5
BDC-480 BLACK  ,Brave Lightning USB Fast Charger Data Cable 2.4A 1m (MFI Certified) - Black,7.4479E+12,2623,9,45,26,,80,,15.43,15.43,,15.43,,29.5,34.5,,,59,69,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,1,35,8,,44,2,5
